id,nome,latitude,longitude,ano,sem,ta
291290,Ibirataia,-14.0672690808107,-39.6409188889228,2016,32,1
291300,Ibitiara,-12.6455137042392,-42.213294323499,2016,32,1
291320,Ibotirama,-12.1840135690449,-43.2186962649655,2016,32,3
291345,Igrapiúna,-13.8204024423397,-39.1400807978716,2016,32,1
291360,Ilhéus,-14.7933202697252,-39.0431842869426,2016,32,5
291370,Inhambupe,-11.7891274640932,-38.3540192706032,2016,32,9
291390,Ipiaú,-14.1374736712629,-39.7356541802101,2016,32,1
291400,Ipirá,-12.1602868808957,-39.7407084849396,2016,32,4
291420,Irajuba,-13.2566101533511,-40.0838518009128,2016,32,1
291450,Irará,-12.0337039631626,-38.7716507783794,2016,32,2
291460,Irecê,-11.3033796242944,-41.8588604758612,2016,32,4
291470,Itaberaba,-12.5322540889787,-40.30699491974,2016,32,1
291480,Itabuna,-14.789039548603,-39.2731089520081,2016,32,7
291500,Itaeté,-12.9820339945038,-40.9634187749058,2016,32,2
291510,Itagi,-14.1617937177936,-40.0136249931013,2016,32,1
291520,Itagibá,-14.286514167771,-39.8485155565573,2016,32,2
291550,Itajuípe,-14.6780189897835,-39.3817881541009,2016,32,1
291610,Itaparica,-12.8814890528205,-38.6840303112952,2016,32,1
291640,Itapetinga,-15.246167188692,-40.2473809072369,2016,32,1
291650,Itapicuru,-11.3109527005757,-38.218612375549,2016,32,5
291690,Itiruçu,-13.5323986079019,-40.1461722976579,2016,32,1
291700,Itiúba,-10.6919012256505,-39.8532769742179,2016,32,3
291710,Itororó,-15.1190373140262,-40.0717033442151,2016,32,1
291750,Jacobina,-11.1850621601419,-40.5130176278701,2016,32,6
291760,Jaguaquara,-13.530698630843,-39.9702551831643,2016,32,3
291770,Jaguarari,-10.2628542593016,-40.1936114661932,2016,32,2
291780,Jaguaripe,-13.1150638883823,-38.8914186277088,2016,32,4
291790,Jandaíra,-11.5657484739409,-37.7868684912297,2016,32,1
291800,Jequié,-13.8556640076641,-40.0886073274763,2016,32,8
291810,Jeremoabo,-10.0622424076243,-38.3518191467426,2016,32,3
291835,João Dourado,-11.3464052247312,-41.6599891797839,2016,32,3
291840,Juazeiro,-9.41071709622786,-40.5035521594434,2016,32,9
291850,Jussara,-11.0545549483525,-41.9797319275478,2016,32,1
291880,Laje,-13.1796486824668,-39.427552152912,2016,32,3
291910,Lamarão,-11.7915777403757,-38.8929803339265,2016,32,2
291920,Lauro de Freitas,-12.8967176089245,-38.3234616102514,2016,32,47
291930,Lençóis,-12.5640631156412,-41.3940311361177,2016,32,1
291950,Livramento de Nossa Senhora,-13.6495009052305,-41.8403872818085,2016,32,1
291955,Luís Eduardo Magalhães,-12.0783722561969,-45.8004644064563,2016,32,4
291980,Macaúbas,-13.0236716698562,-42.6946657468879,2016,32,2
291990,Macururé,-9.1747059108515,-39.0595150265112,2016,32,1
291992,Madre de Deus,-12.7403126545334,-38.6027685669092,2016,32,1
292000,Maiquinique,-15.6197717025776,-40.2605151185559,2016,32,1
292010,Mairi,-11.7111106230505,-40.1497825191557,2016,32,1
292050,Maracás,-13.4376744923124,-40.4312875473779,2016,32,1
292060,Maragogipe,-12.7751199192363,-38.9188814371553,2016,12,1
292100,Mata de São João,-12.5299707907046,-38.2972993248088,2016,32,1
292105,Matina,-13.9126360110704,-42.8429324443126,2016,32,1
292120,Miguel Calmon,-11.4283442062266,-40.5960696127369,2016,32,1
292130,Milagres,-12.8705749151395,-39.8591271004733,2016,32,1
292140,Mirangaba,-10.9561172849444,-40.5747927022127,2016,32,1
292150,Monte Santo,-10.440157740658,-39.3327059520687,2016,32,5
292205,Mulungu do Morro,-11.967220021102,-41.6438000095819,2016,32,1
292210,Mundo Novo,-11.8647227486239,-40.4714981500981,2016,32,2
292220,Muniz Ferreira,-12.9973037019252,-39.1129817012099,2016,32,3
292240,Mutuípe,-13.2293733236817,-39.5041638520156,2016,32,3
292250,Nazaré,-13.0351482201812,-39.0106225828794,2016,32,5
292300,Nova Viçosa,-17.8933917821788,-39.3720115380737,2016,32,2
292305,Novo Triunfo,-10.342018230888,-38.4155813480126,2016,32,1
292310,Olindina,-11.3583061402444,-38.3310801960897,2016,32,1
292330,Ouriçangas,-12.0068519179474,-38.6284167702128,2016,32,1
292350,Palmeiras,-12.5100711046145,-41.5773369327133,2016,32,1
292370,Paratinga,-12.6906971249291,-43.1820250755777,2016,32,3
292380,Paripiranga,-10.6759923133197,-37.8704477007211,2016,32,2
292390,Pau Brasil,-15.4636188168583,-39.6487820361139,2016,32,1
292400,Paulo Afonso,-9.40333169737823,-38.2183289682262,2016,32,8
292440,Pilão Arcado,-9.99777105599991,-42.4847567624654,2016,32,1
292520,Pojuca,-12.4292631348677,-38.3271668771048,2016,32,2
292525,Ponto Novo,-10.8671478313026,-40.135392845065,2016,32,1
292530,Porto Seguro,-16.4490561793643,-39.0621135238902,2016,32,1
292560,Presidente Dutra,-11.296504066349,-41.990930902445,2016,32,1
292575,Presidente Tancredo Neves,-13.4708417736022,-39.4240598299107,2016,32,1
292590,Quijingue,-10.7516723300366,-39.2066092540489,2016,32,2
292595,Rafael Jambeiro,-12.4074173544739,-39.5006356828925,2016,32,1
292600,Remanso,-9.62390678921074,-42.0796675416606,2016,32,3
292630,Riachão do Jacuípe,-11.8059790259237,-39.3830354938567,2016,32,1
292650,Ribeira do Amparo,-11.0391582800742,-38.4305538667121,2016,32,2
292660,Ribeira do Pombal,-10.8362780747687,-38.5360987874333,2016,32,1
292700,Rio Real,-11.4849354254303,-37.9335777751436,2016,32,1
292720,Ruy Barbosa,-12.2893169587982,-40.5003712305803,2016,32,1
292730,Salinas da Margarida,-12.877997054567,-38.757943950869,2016,32,2
292740,Salvador,-13.0147719115328,-38.4880614840079,2016,32,547
292760,Santa Brígida,-9.73189095954201,-38.1278183662894,2016,32,2
292800,Santaluz,-11.2533600344586,-39.3773777962667,2016,32,1
292805,Santa Luzia,-15.4327879846348,-39.3324934250425,2016,32,1
292820,Santana,-12.98075117473,-44.0532579029164,2016,12,1
292830,Santanópolis,-12.0284068880334,-38.8671618077053,2016,32,2
292850,Santa Teresinha,-12.7728517712321,-39.5211400561744,2016,32,1
292860,Santo Amaro,-12.5491401086618,-38.7090314624696,2016,32,4
292870,Santo Antônio de Jesus,-12.9680077697186,-39.2611312580459,2016,32,21
292890,São Desidério,-12.3608954905377,-44.9740962396215,2016,32,1
292910,São Felipe,-12.8450782150251,-39.0840148984065,2016,32,4
292900,São Félix,-12.6057132519818,-38.9687185313515,2016,23,1
292920,São Francisco do Conde,-12.6299828044039,-38.6757980532931,2016,32,1
292940,São Miguel das Matas,-13.0517330820998,-39.4557804260308,2016,32,6
292950,São Sebastião do Passé,-12.512724642985,-38.495309845374,2016,32,6
292970,Sátiro Dias,-11.6008090454152,-38.5913537821245,2016,32,2
292975,Saubara,-12.7369036248191,-38.7706068300048,2016,32,2
292990,Seabra,-12.4187631865162,-41.7682012410905,2016,32,1
293010,Senhor do Bonfim,-10.4567714931968,-40.1899845399956,2016,32,18
293020,Sento Sé,-9.74037980462474,-41.8909969156275,2016,32,2
293015,Serra do Ramalho,-13.5644659880715,-43.5807307421456,2016,32,2
293040,Serra Preta,-12.1597268274139,-39.3325039202553,2016,32,1
293050,Serrinha,-11.6595317243643,-39.008132628756,2016,32,5
293060,Serrolândia,-11.4160318981088,-40.299905217028,2016,32,1
293070,Simões Filho,-12.7839414833678,-38.4115191932451,2016,32,24
293075,Sítio do Mato,-13.0857927061126,-43.4664411672544,2016,32,1
293076,Sítio do Quinto,-10.3641586477739,-38.2003708811346,2016,32,1
293080,Souto Soares,-12.0925960034189,-41.6442483898691,2016,32,1
293120,Taperoá,-13.5309926331682,-39.1006222478813,2016,32,2
293130,Tapiramutá,-11.8523411104563,-40.7887003322581,2016,32,1
293135,Teixeira de Freitas,-17.5377498816811,-39.7445176868085,2016,32,1
293160,Teolândia,-13.6011060070107,-39.4893857886023,2016,32,1
293190,Tucano,-10.9643001695673,-38.7859480015492,2016,32,1
293250,Una,-15.294208064906,-39.0747128879619,2016,32,3
293270,Uruçuca,-14.5920354535153,-39.2838018788493,2016,32,1
293290,Valença,-13.370341506502,-39.0723502471979,2016,32,3
293305,Várzea da Roça,-11.5989862634569,-40.1406370838535,2016,32,2
293317,Varzedo,-12.9753125649567,-39.3934758347381,2016,32,2
293320,Vera Cruz,-12.9357333313259,-38.6191597463471,2016,32,4
293330,Vitória da Conquista,-14.8480048115856,-40.8398095371781,2016,32,1
293345,Wanderley,-12.1201503140061,-43.8889295198526,2016,32,2
293360,Xique-Xique,-10.8249744181433,-42.7255080011618,2016,32,2
230015,Acarape,-4.22313840937244,-38.7056237709826,2016,32,5
230020,Acaraú,-2.885310540095,-40.1182414711655,2016,32,12
230050,Alcântaras,-3.58698376924817,-40.5446381225739,2016,32,1
230060,Altaneira,-6.9974983508052,-39.7458206389421,2016,32,1
230075,Amontada,-3.36487780347731,-39.8288227917225,2016,32,1
230090,Apuiarés,-3.94801851861481,-39.4304227833004,2016,32,2
230100,Aquiraz,-3.9061945,-38.3898029588509,2016,32,7
230110,Aracati,-4.56706647,-37.7727525989113,2016,32,6
230125,Ararendá,-4.75193827199216,-40.8310967349814,2016,32,1
230150,Arneiroz,-6.31942580302218,-40.161443712374,2016,32,1
230170,Aurora,-6.94039183200645,-38.9769908769444,2016,28,1
230180,Baixio,-6.7271620493217,-38.7201259159638,2016,32,2
230185,Banabuiú,-5.3150473039948,-38.9257848049298,2016,32,3
230190,Barbalha,-7.30717212691268,-39.3023163692257,2016,32,8
230195,Barreira,-4.28876226676818,-38.6385018295574,2016,32,1
230210,Baturité,-4.33120515640856,-38.8800213756291,2016,32,3
230220,Beberibe,-4.17476322117715,-38.1232730421463,2016,32,1
230230,Bela Cruz,-3.05510672431327,-40.1668429070243,2016,32,2
230240,Boa Viagem,-5.12574387005676,-39.7332823425095,2016,32,2
230250,Brejo Santo,-7.49163800866139,-38.9855138673635,2016,32,4
230260,Camocim,-2.9009665745879,-40.847527740938,2016,32,2
230270,Campos Sales,-7.0733835,-40.3790031301681,2016,32,3
230280,Canindé,-4.35534428969186,-39.3103429528638,2016,32,3
230290,Capistrano,-4.45989661214017,-38.9018287595054,2016,32,2
230350,Cascavel,-4.13143367820745,-38.2396859406771,2016,32,3
230365,Catunda,-4.65154938565972,-40.2058037894278,2016,32,1
230370,Caucaia,-3.736487,-38.6640175358384,2016,32,22
230395,Chorozinho,-4.30217091397851,-38.5012856666587,2016,32,2
230400,Coreaú,-3.54948786111024,-40.6569510757545,2016,32,3
230410,Crateús,-5.17695055079545,-40.6684001308448,2016,32,8
230420,Crato,-7.23175278993045,-39.4083902977886,2016,32,6
230423,Croatá,-4.41405726551229,-40.9090450981578,2016,32,1
230425,Cruz,-2.91670805035548,-40.171278706542,2016,32,4
230428,Eusébio,-3.88697288667811,-38.4451218386123,2016,32,2
230430,Farias Brito,-6.92710998064911,-39.5708350212066,2016,32,2
230435,Forquilha,-3.79895774308495,-40.2587689981082,2016,32,1
230440,Fortaleza,-3.723805035,-38.5899275550432,2016,32,165
230445,Fortim,-4.44980491741282,-37.7989754860384,2016,32,1
230460,General Sampaio,-4.05104127465347,-39.4535299504286,2016,32,1
230465,Graça,-4.04693879398909,-40.755524899564,2016,32,1
230470,Granja,-3.11895215616977,-40.8299389910215,2016,32,14
230490,Groaíras,-3.91195412920395,-40.382146023886,2016,32,1
230495,Guaiúba,-4.04024350050078,-38.6344347805213,2016,32,2
230500,Guaraciaba do Norte,-4.1624510671404,-40.7526331779113,2016,32,2
230523,Horizonte,-4.093278,-38.4942395585521,2016,32,3
230526,Ibaretama,-4.81865157790641,-38.8216783127295,2016,32,1
230535,Icapuí,-4.71554948783128,-37.3535630985971,2016,32,1
230550,Iguatu,-6.36055472004592,-39.2999056781645,2016,32,1
230565,Ipaporanga,-4.90062978571446,-40.7579663399773,2016,32,1
230570,Ipaumirim,-6.78836126021327,-38.7159037441224,2016,32,2
230580,Ipu,-4.31343168517722,-40.7187261447301,2016,32,3
230590,Ipueiras,-4.543785495,-40.7156965105938,2016,32,1
230610,Irauçuba,-3.74541880170377,-39.7922381150857,2016,32,1
230625,Itaitinga,-3.97045901630545,-38.5264051494908,2016,32,6
230630,Itapagé,-3.68567310984199,-39.5835332386222,2016,32,6
230660,Itatira,-4.52892256233297,-39.6179040158845,2016,32,1
230670,Jaguaretama,-5.61088956322615,-38.7625262979074,2016,32,7
230700,Jaguaruana,-4.83955516829761,-37.7823914809586,2016,32,10
230710,Jardim,-7.58553646567843,-39.2841644573661,2016,32,2
230725,Jijoca de Jericoacoara,-2.89968270887056,-40.4387354018727,2016,32,1
230730,Juazeiro do Norte,-7.210766,-39.3169933556143,2016,32,10
230740,Jucás,-6.52254927305863,-39.5267762434303,2016,32,1
230750,Lavras da Mangabeira,-6.75474797684014,-38.9672750539277,2016,32,1
230760,Limoeiro do Norte,-5.15023902,-38.0990948704529,2016,32,3
230763,Madalena,-4.85243417660198,-39.5757886826003,2016,32,1
230765,Maracanaú,-3.87696445102036,-38.6244186465865,2016,32,38
230770,Maranguape,-3.89186946,-38.6858512476873,2016,32,19
230780,Marco,-3.120707025,-40.1516436427496,2016,32,1
230800,Massapê,-3.52387058428249,-40.3421348648013,2016,32,5
230810,Mauriti,-7.387398,-38.772795438031,2016,32,4
230820,Meruoca,-3.53900666231988,-40.4508809567861,2016,32,1
230830,Milagres,-7.31042779678189,-38.9431567662076,2016,32,1
230835,Milhã,-5.67956410088697,-39.2035741816436,2016,32,1
230840,Missão Velha,-7.24323151378516,-39.1451977078653,2016,32,2
230850,Mombaça,-5.74700454,-39.6244052478572,2016,32,2
230860,Monsenhor Tabosa,-4.78309129145873,-40.0700674615929,2016,32,1
230870,Morada Nova,-5.09695200016721,-38.3649073450731,2016,32,3
230890,Morrinhos,-3.22883053425389,-40.1241788929331,2016,32,1
230900,Mucambo,-3.90602997959821,-40.7452804651593,2016,32,5
230920,Nova Olinda,-7.08410281138904,-39.6794854726644,2016,32,2
230940,Novo Oriente,-5.53386483554612,-40.7747672682117,2016,32,2
230945,Ocara,-4.48506654454779,-38.5985379827902,2016,32,1
230960,Pacajus,-4.17054051,-38.4670222648935,2016,32,5
230970,Pacatuba,-3.98612002229387,-38.6182993120325,2016,32,4
230980,Pacoti,-4.22476543307066,-38.9258889386659,2016,32,1
231010,Palmácia,-4.14898177452437,-38.8450290663103,2016,32,1
231020,Paracuru,-3.41163500915711,-39.0295453441225,2016,32,1
231040,Paramoti,-4.09743233197343,-39.2394664950313,2016,32,1
231070,Pentecoste,-3.79626673615443,-39.267008731469,2016,32,1
231085,Pindoretama,-4.02780399274118,-38.3000879762561,2016,32,3
231090,Piquet Carneiro,-5.80856955977343,-39.419406255538,2016,32,1
231100,Poranga,-4.74395073194117,-40.9263795102653,2016,32,3
231110,Porteiras,-7.53574644160671,-39.1153314614829,2016,32,1
231130,Quixadá,-4.9637,-39.0117446758304,2016,32,3
231140,Quixeramobim,-5.19840483742558,-39.2943542269635,2016,32,7
231150,Quixeré,-5.06872895444067,-37.9905222250863,2016,32,4
231160,Redenção,-4.22295815020099,-38.7295707505904,2016,32,3
231170,Reriutaba,-4.14156760083061,-40.5846120036545,2016,32,1
231180,Russas,-4.93973781536402,-37.9754312969011,2016,32,18
231200,Santana do Acaraú,-3.45977534173114,-40.2094628598127,2016,32,1
231210,Santana do Cariri,-7.18089778328218,-39.7379797815466,2016,10,1
231220,Santa Quitéria,-4.3332705,-40.153507813582,2016,32,3
231240,São Gonçalo do Amarante,-3.6056325,-38.9720758652803,2016,32,8
231260,São Luís do Curu,-3.67300925322864,-39.2416061849713,2016,32,1
